0,0.0250001,0
1,0.0127612
2,0.0127602
3,0.0127593
4,0.0127583
5,0.0127574
6,0.0127564
7,0.0127555
8,0.0127545
9,0.0127536
10,0.0127527
11,0.0127517
12,0.0127508
13,0.0127499
14,0.012749
15,0.0127481
16,0.0127471
17,0.0127462
18,0.0127453
19,0.0127444
20,0.0127436
21,0.0127427
22,0.0127418
23,0.0127409
24,0.01274
25,0.0127392
26,0.0127383
27,0.0127374
28,0.0127366
29,0.0127357
30,0.0127349
31,0.012734
32,0.0127332
33,0.0127323
34,0.0127315
35,0.0127307
36,0.0127298
37,0.012729
38,0.0127282
39,0.0127274
40,0.0127266
41,0.0127258
42,0.0127249
43,0.0127241
44,0.0127233
45,0.0127225
46,0.0127218
47,0.012721
48,0.0127202
49,0.0127194
50,0.0127186
51,0.0127178
52,0.0127171
53,0.0127163
54,0.0127155
55,0.0127148
56,0.012714
57,0.0127133
58,0.0127125
59,0.0127118
60,0.012711
61,0.0127103
62,0.0127095
63,0.0127088
64,0.0127081
65,0.0127074
66,0.0127066
67,0.0127059
68,0.0127052
69,0.0127045
70,0.0127038
71,0.0127031
72,0.0127023
73,0.0127016
74,0.0127009
75,0.0127002
76,0.0126996
77,0.0126989
78,0.0126982
79,0.0126975
80,0.0126968
81,0.0126961
82,0.0126955
83,0.0126948
84,0.0126941
85,0.0126934
86,0.0126928
87,0.0126921
88,0.0126915
89,0.0126908
90,0.0126902
91,0.0126895
92,0.0126889
93,0.0126882
94,0.0126876
95,0.0126869
96,0.0126863
97,0.0126857
98,0.012685
99,0.0126844
100,0.0126838
101,0.0126832
102,0.0126825
103,0.0126819
104,0.0126813
105,0.0126807
106,0.0126801
107,0.0126795
108,0.0126789
109,0.0126783
110,0.0126777
111,0.0126771
112,0.0126765
113,0.0126759
114,0.0126753
115,0.0126747
116,0.0126741
117,0.0126735
118,0.012673
119,0.0126724
120,0.0126718
121,0.0126712
122,0.0126707
123,0.0126701
124,0.0126695
125,0.012669
126,0.0126684
127,0.0126679
128,0.0126673
129,0.0126667
130,0.0126662
131,0.0126656
132,0.0126651
133,0.0126646
134,0.012664
135,0.0126635
136,0.0126629
137,0.0126624
138,0.0126619
139,0.0126613
140,0.0126608
141,0.0126603
142,0.0126598
143,0.0126592
144,0.0126587
145,0.0126582
146,0.0126577
147,0.0126572
148,0.0126567
149,0.0126561
150,0.0126556
151,0.0126551
152,0.0126546
153,0.0126541
154,0.0126536
155,0.0126531
156,0.0126526
157,0.0126521
158,0.0126516
159,0.0126512
160,0.0126507
161,0.0126502
162,0.0126497
163,0.0126492
164,0.0126487
165,0.0126483
166,0.0126478
167,0.0126473
168,0.0126468
169,0.0126464
170,0.0126459
171,0.0126454
172,0.012645
173,0.0126445
174,0.012644
175,0.0126436
176,0.0126431
177,0.0126427
178,0.0126422
179,0.0126418
180,0.0126413
181,0.0126409
182,0.0126404
183,0.01264
184,0.0126395
185,0.0126391
186,0.0126387
187,0.0126382
188,0.0126378
189,0.0126373
190,0.0126369
191,0.0126365
192,0.0126361
193,0.0126356
194,0.0126352
195,0.0126348
196,0.0126343
197,0.0126339
198,0.0126335
199,0.0126331
200,0.0126327
201,0.0126323
202,0.0126318
203,0.0126314
204,0.012631
205,0.0126306
206,0.0126302
207,0.0126298
208,0.0126294
209,0.012629
210,0.0126286
211,0.0126282
212,0.0126278
213,0.0126274
214,0.012627
215,0.0126266
216,0.0126262
217,0.0126258
218,0.0126254
